,twitter source account,Tweets ago,Date,Compound,Negative,Positive,Neutral,tweet_text
156,@CBS,57,Mon May 18 02:24:23 +0000 2020,0.802,0.0,0.34,0.66,We love an old-timey chunnel pursuit sequence. What's your favorite stunt from the #MissionImpossible movies?… https://t.co/xWVTWHQWFT
157,@CBS,58,Mon May 18 02:22:40 +0000 2020,0.0,0.0,0.0,1.0,"How we remember our commute

#CBSMovieNight https://t.co/68aYfEZWKx"
158,@CBS,59,Mon May 18 02:07:30 +0000 2020,0.0,0.0,0.0,1.0,@JohnGumm @Bob_Herzog @Local12 @dopplertim @TomCruise There's still time. https://t.co/5CBa38hzbR
159,@CBS,60,Mon May 18 02:05:47 +0000 2020,0.0,0.0,0.0,1.0,"@TeamRickandIlsa Especially the tall, bearded Russian guy in the beginning of the movie! 😉 #CBSMovieNight"
160,@CBS,61,Mon May 18 02:04:50 +0000 2020,0.7424,0.0,0.259,0.741,@ReparSandra We're in for the long haul! Just wait until Titanic next week.  😊 #CBSMovieNight https://t.co/CGB12ljHsk
161,@CBS,62,Mon May 18 02:00:00 +0000 2020,0.4939,0.0,0.167,0.833,"Inspired by another classic, THAT scene is even more iconic than you may have thought. #CBSMovieNight https://t.co/omQnD2D4Is"
162,@CBS,63,Mon May 18 01:59:24 +0000 2020,0.5023,0.0,0.265,0.735,@CathyWanza We remember (but we're like 90). 😉 https://t.co/RwBgd4LnPe
163,@CBS,64,Mon May 18 01:50:11 +0000 2020,0.0,0.0,0.0,1.0,@MrPEC_Tacular https://t.co/F0WOmcacKQ
164,@CBS,65,Mon May 18 01:38:38 +0000 2020,0.4939,0.0,0.262,0.738,"When you discover you're out of hand sanitizer 

#CBSMovieNight https://t.co/FUX8jo5HCJ"
165,@CBS,66,Mon May 18 01:37:18 +0000 2020,0.4939,0.0,0.158,0.842,"Does anyone have this level of core strength at this point of the quarantine? OK, probably @TomCruise.… https://t.co/SPsnWXT2Mw"
166,@CBS,67,Mon May 18 01:35:41 +0000 2020,0.3818,0.077,0.15,0.773,"To be honest, didn't we all have this look of anxiety when working on computers in 1996? #CBSMovieNight https://t.co/yIPO3tL22I"
167,@CBS,68,Mon May 18 01:35:13 +0000 2020,-0.1779,0.108,0.0,0.892,It's weird to think that this is how we used to read email. #CBSMovieNight https://t.co/nz4CzzhGAu
168,@CBS,69,Mon May 18 01:22:49 +0000 2020,0.0,0.0,0.0,1.0,"Ethan's really cruising.

Oh, we see what we did there. #CBSMovieNight https://t.co/i89gn4sJud"
169,@CBS,70,Mon May 18 01:21:19 +0000 2020,0.0,0.0,0.0,1.0,Pssh. Of course the answer is that Tom Cruise does his own stunts. 🙃 https://t.co/TfqO1dYXiX
170,@CBS,71,Mon May 18 01:02:10 +0000 2020,0.0,0.0,0.0,1.0,What we say when we encounter two doctors. (We'll see ourselves out.) #CBSMovieNight https://t.co/3w4ybsfFHh
171,@CBS,72,Mon May 18 01:00:18 +0000 2020,0.0,0.0,0.0,1.0,Who was Tom Cruise’s Stunt Double in #MissionImpossible? #CBSMovieNight
172,@CBS,73,Mon May 18 00:49:56 +0000 2020,0.0,0.0,0.0,1.0,"Remember when we had to type ""INTERNET ACCESS"" to log on to the internet? Neither do we. #CBSMovieNight https://t.co/qv9Z4bbKsw"
173,@CBS,74,Mon May 18 00:47:35 +0000 2020,-0.2263,0.147,0.0,0.853,#TFW when you forget why you walked in this room. #CBSMovieNight https://t.co/kAEBGTWgQj
174,@CBS,75,Mon May 18 00:38:31 +0000 2020,0.0,0.0,0.0,1.0,"In the end, the aquarium restaurant tanked.

See @TomCruise talk to @etnow back in 1996 about the making of the res… https://t.co/sC1Jch3raa"
175,@CBS,76,Mon May 18 00:36:56 +0000 2020,0.0,0.0,0.0,1.0,"Logging into your tenth Zoom meeting of the day

#CBSMovieNight https://t.co/c7MJHMQiSX"
176,@CBS,77,Mon May 18 00:35:35 +0000 2020,0.0,0.0,0.0,1.0,The correct answer was Job 314. https://t.co/ww4IP4Uc8L
177,@CBS,78,Mon May 18 00:30:11 +0000 2020,0.2682,0.0,0.188,0.812,We bet today's spies dress more business casual. #CBSMovieNight https://t.co/H058l9jEsU
178,@CBS,79,Mon May 18 00:30:00 +0000 2020,-0.101,0.08,0.0,0.92,An all-time action film with a more stealthy take on the star of the show. #CBSMovieNight https://t.co/usLr0kv5t6
179,@CBS,80,Mon May 18 00:24:17 +0000 2020,0.802,0.0,0.539,0.461,"@frid_barnabas Yeah, it is. 😊 https://t.co/r9oxrfjTo6"
180,@CBS,81,Mon May 18 00:23:16 +0000 2020,0.6239,0.0,0.211,0.789,"RT @CBSAllAccess: Your mission, should you choose to accept it: join us to watch #MissionImpossible on @CBS and #CBSAllAccess LIVE! #CBSMov…"
181,@CBS,82,Mon May 18 00:15:28 +0000 2020,0.0,0.0,0.0,1.0,Ethan Hunt figures out the connection between a Bible verse and a hidden identity. What was the code name? #CBSMovieNight
182,@CBS,83,Mon May 18 00:13:45 +0000 2020,0.3612,0.0,0.172,0.828,"Trying to determine which show you're going to binge next like

#CBSMovieNight https://t.co/ntVcicJdpz"
183,@CBS,84,Mon May 18 00:11:55 +0000 2020,-0.296,0.136,0.0,0.864,"Stop trying to make ""Hasta lasagna, don't get any on ya"" happen, Jack. #CBSMovieNight https://t.co/3keX7hBadd"
184,@CBS,85,Mon May 18 00:09:26 +0000 2020,0.4939,0.0,0.39,0.61,Mission: Adorable. And Deadly #CBSMovieNight https://t.co/i2cFUROtjD
185,@CBS,86,Mon May 18 00:08:50 +0000 2020,0.0,0.0,0.0,1.0,"""We need to talk"" is a look. #CBSMovieNight https://t.co/Px2ToxbaXe"
186,@CBS,87,Mon May 18 00:08:14 +0000 2020,0.4767,0.0,0.171,0.829,This advice is what makes us such an effective spy while sheltering in place. #CBSMovieNight https://t.co/IVTcXsgriu
187,@CBS,88,Mon May 18 00:06:27 +0000 2020,0.5023,0.0,0.14,0.86,"When you listen to the #MissionImpossible theme song, but like, *really* listen to it.

Did you know this movie's v… https://t.co/ssL56uTCUS"
188,@CBS,89,Mon May 18 00:05:00 +0000 2020,0.4019,0.0,0.119,0.881,"A special Tom Cruise Easter Egg hidden, with a call back to another one of his most famous roles. #CBSMovieNight https://t.co/sr5s5YicNc"
189,@CBS,90,Mon May 18 00:04:24 +0000 2020,0.0,0.0,0.0,1.0,"Come on, everybody. Sing along! You know the words: Dun dun DUN dun, DUN dun dun dun. #CBSMovieNight https://t.co/BTWI1uhBk5"
190,@CBS,91,Mon May 18 00:03:53 +0000 2020,0.8172,0.0,0.652,0.348,Cheers to another great #CBSMovieNight! https://t.co/iUrQXo9whK
191,@CBS,92,Mon May 18 00:00:00 +0000 2020,0.0,0.0,0.0,1.0,We're going back to the beginning for @TomCruise as Ethan Hunt. #CBSMovieNight's presentation of Mission: Impossibl… https://t.co/cU0B3GTL2G
192,@CBS,93,Sun May 17 21:59:55 +0000 2020,0.3818,0.0,0.12,0.88,"RT @latelateshow: “Mission Impossible” will be airing during tonight’s #CBSMovieNight 

If you choose to accept this mission, tune into @CB…"
193,@CBS,94,Sun May 17 20:04:51 +0000 2020,0.0,0.0,0.0,1.0,RT @YandR_CBS: It’s a week full of Winters starting tomorrow on #YR! ❤️ Reminisce on the history of this iconic Genoa City family and tune…
194,@CBS,95,Sun May 17 19:01:07 +0000 2020,0.0,0.0,0.0,1.0,RT @CBSSunday: Working from home: @tonydokoupil and @KatyTurNBC on broadcasting live from their basement https://t.co/M2p6z3iT03 https://t.…
195,@CBS,96,Sun May 17 18:42:09 +0000 2020,0.5574,0.085,0.223,0.692,"In case you missed it, or if you'd just like to graduate again, #GraduateTogether: America Honors the Class of 2020… https://t.co/yi8m5HoH23"
196,@CBS,97,Sun May 17 15:37:24 +0000 2020,0.0,0.0,0.0,1.0,Your mission begins TONIGHT. Watch #MissionImpossible on #CBSMovieNight starting at 8/7c on CBS and @CBSAllAccess. https://t.co/xCmfOdrkUz
197,@CBS,98,Sun May 17 01:25:58 +0000 2020,0.0,0.0,0.0,1.0,"""This is your generation’s world to shape.""

View @BarackObama's complete commencement address to the graduating hi… https://t.co/NgX1Fz8oDu"
198,@CBS,99,Sun May 17 01:10:42 +0000 2020,0.6932,0.0,0.417,0.583,JOIN THEM! #GraduateTogether (video courtesy of @XQAmerica and @EIFoundation) https://t.co/PzHOuUBKhm
199,@CBS,100,Sun May 17 00:57:10 +0000 2020,0.6467,0.0,0.322,0.678,"Happy Graduation, Class of 2020! You did it! #GraduateTogether https://t.co/im5PpInc4O"
200,@CNN,1,Fri May 22 19:10:02 +0000 2020,0.0,0.0,0.0,1.0,"Virginia Gov. Ralph Northam has signed legislation that decriminalizes marijuana possession, joining a majority of… https://t.co/CAWRaxt28h"
201,@CNN,2,Fri May 22 18:59:41 +0000 2020,0.296,0.0,0.128,0.872,"President Trump announced that his administration is issuing guidance deeming places of worship ""essential"" during… https://t.co/cZvSPxTtm9"
202,@CNN,3,Fri May 22 18:50:03 +0000 2020,0.0,0.0,0.0,1.0,"A giant wave has appeared on the LED façade of South Korea's biggest digital billboard, located in Seoul's Gangnam… https://t.co/b4z6yy7uKe"
203,@CNN,4,Fri May 22 18:40:04 +0000 2020,-0.8977,0.498,0.0,0.502,"Most of us are stressed. Really stressed.

The reality of job losses, economic uncertainty, social isolation, homes… https://t.co/t4cg1E5sh6"
204,@CNN,5,Fri May 22 18:34:12 +0000 2020,0.5994,0.0,0.247,0.753,"RT @CNNnewsroom: Dr. Deborah Birx encourages people to enjoy their holiday weekend, but to practice social distancing. 

“We continue to re…"
205,@CNN,6,Fri May 22 18:30:16 +0000 2020,0.25,0.0,0.077,0.923,"""My dream is to meet every kid in the entire world and give them art."" This girl has sent over 1,500 children in ho… https://t.co/mt5iHaBSOL"
206,@CNN,7,Fri May 22 18:20:06 +0000 2020,0.25,0.0,0.087,0.913,"Scientists have created a mouse embryo that's part human — 4% to be exact.

This human-mouse chimera has by far the… https://t.co/CJfcbq2GGF"
207,@CNN,8,Fri May 22 18:10:05 +0000 2020,-0.4404,0.224,0.101,0.675,"Secretary of State Mike Pompeo has condemned China's proposed national security law for Hong Kong, warning that the… https://t.co/901TKgdGGd"
208,@CNN,9,Fri May 22 18:00:06 +0000 2020,-0.3818,0.12,0.0,0.88,Mike Pompeo pushed State Department officials to find a way to justify the emergency declaration that he had alread… https://t.co/qazt1XEyTx
209,@CNN,10,Fri May 22 17:51:39 +0000 2020,-0.8255,0.366,0.0,0.634,Seriously ill Covid-19 patients who were treated with hydroxychloroquine and chloroquine were more likely to die or… https://t.co/eEfyaYHsdi
210,@CNN,11,Fri May 22 17:40:33 +0000 2020,0.0,0.0,0.0,1.0,"Now that so many companies are working remotely, job interviews are happening on a computer screen. That brings add… https://t.co/qLHadFWd8C"
211,@CNN,12,Fri May 22 17:30:07 +0000 2020,-0.765,0.268,0.0,0.732,A man who recorded the fatal shooting of Ahmaud Arbery in Georgia was arrested in part because investigators believ… https://t.co/6ZeTDY8w9D
212,@CNN,13,Fri May 22 17:20:04 +0000 2020,-0.1027,0.069,0.0,0.931,"""Those living in America's biggest cities may be questioning whether they should hunker down or flee to bigger, mor… https://t.co/TKXVlOBIiy"
213,@CNN,14,Fri May 22 17:10:08 +0000 2020,-0.7351,0.307,0.0,0.693,Actress Lori Loughlin and fashion designer husband Mossimo Giannulli formally pleaded guilty to conspiracy charges… https://t.co/XbJ7TUlAIn
214,@CNN,15,Fri May 22 17:04:12 +0000 2020,-0.7096,0.269,0.0,0.731,Unemployment rates in 43 states set record highs last month as the coronavirus pandemic forced nonessential busines… https://t.co/vhgyxkwGit
215,@CNN,16,Fri May 22 16:50:06 +0000 2020,-0.6705,0.224,0.0,0.776,"A lawyer who represented Tara Reade, the woman who has accused Joe Biden of sexually assaulting her in 1993, announ… https://t.co/inBWY5t72u"
216,@CNN,17,Fri May 22 16:40:04 +0000 2020,0.0,0.0,0.0,1.0,"Travelers to the UK will be required to self-isolate for 14 days, beginning June 8. https://t.co/wl9efe70bn"
217,@CNN,18,Fri May 22 16:30:24 +0000 2020,0.0,0.0,0.0,1.0,"Jerry Sloan, the longtime Utah Jazz head coach who led the team to the NBA Finals twice and ranks third among NBA c… https://t.co/BEOgRvqTt7"
218,@CNN,19,Fri May 22 16:22:58 +0000 2020,0.0,0.0,0.0,1.0,A Dutch court has ordered a woman to remove photos of her grandchildren from Facebook. The grandmother had made the… https://t.co/xLlMHQQmyA
219,@CNN,20,Fri May 22 16:10:01 +0000 2020,0.0,0.0,0.0,1.0,"Here's everything you need to know about the coronavirus pandemic today: https://t.co/W9cKHsPoSr

📩 Sign up to get… https://t.co/MqvHrxUYjH"
220,@CNN,21,Fri May 22 16:00:18 +0000 2020,0.0,0.0,0.0,1.0,"Senate Republicans say investigations into the Obama administration and former VP Joe Biden, the presumptive Democr… https://t.co/53SwsDXftT"
221,@CNN,22,Fri May 22 15:50:06 +0000 2020,-0.7717,0.325,0.0,0.675,A church that had been battling city officials over Covid-19 restrictions was destroyed in a fire that investigator… https://t.co/q4eOYcrSUw
222,@CNN,23,Fri May 22 15:40:06 +0000 2020,0.0,0.0,0.0,1.0,"When Kendall Neff tried the pizza she ordered on Grubhub from a local shop, she thought it tasted familiar.

After… https://t.co/o6ggX0EtUk"
223,@CNN,24,Fri May 22 15:30:06 +0000 2020,-0.7003,0.254,0.0,0.746,Immigrant rights advocates say there are signs that fears of coronavirus contagion are intensifying for the more th… https://t.co/nwi58jhcpz
224,@CNN,25,Fri May 22 15:20:06 +0000 2020,0.0,0.143,0.19,0.667,"The coronavirus pandemic has forced many companies to embrace work-from-home solutions. For some, the transition ma… https://t.co/xQ7dZpn9FC"
225,@CNN,26,Fri May 22 15:19:00 +0000 2020,0.0,0.0,0.0,1.0,"A giant wave has appeared on the LED façade of South Korea's biggest digital billboard, located in Seoul's Gangnam… https://t.co/Vui6rS20cb"
226,@CNN,27,Fri May 22 15:10:02 +0000 2020,0.1779,0.057,0.09,0.853,These adventurers were all set to leave the wooden hut they've been calling home during a nearly 9-month expedition… https://t.co/VJDolx797l
227,@CNN,28,Fri May 22 15:07:07 +0000 2020,0.0,0.0,0.0,1.0,RT @CNNnewsroom: What are your education-related questions about coronavirus? @FWhitfield and a panel of experts will be answering them on…
228,@CNN,29,Fri May 22 15:00:09 +0000 2020,0.34,0.0,0.118,0.882,"The TSA says more than 300,000 people passed through airport security checkpoints Thursday, the first time that has… https://t.co/jG1zYvIaoz"
229,@CNN,30,Fri May 22 14:50:07 +0000 2020,-0.4404,0.224,0.101,0.675,"Secretary of State Mike Pompeo has condemned China's proposed national security law for Hong Kong, warning that the… https://t.co/JvzyHCVvQD"
230,@CNN,31,Fri May 22 14:40:06 +0000 2020,0.7003,0.0,0.244,0.756,It's becoming clear that the Paycheck Protection Program loans won't be enough to save many small businesses as the… https://t.co/1GMTUlHa80
231,@CNN,32,Fri May 22 14:36:15 +0000 2020,0.0,0.0,0.0,1.0,"RT @cnni: ⚡️ “Could this be the end of Hong Kong as we know it?”

As the world wrestles with a global pandemic, China is proposing to intro…"
232,@CNN,33,Fri May 22 14:30:04 +0000 2020,0.0,0.0,0.0,1.0,"Some governments are considering using a blood test to determine whether people can return to work, school and othe… https://t.co/OmTz3q7nPP"
233,@CNN,34,Fri May 22 14:20:04 +0000 2020,0.0,0.0,0.0,1.0,"The shift to extended telework policies may have far-reaching consequences for the tech industry, affecting wages,… https://t.co/K9yJaHyW2I"
234,@CNN,35,Fri May 22 14:10:03 +0000 2020,0.0,0.0,0.0,1.0,"Virginia Gov. Ralph Northam has signed legislation that decriminalizes marijuana possession, joining a majority of… https://t.co/eKCVJU833B"
235,@CNN,36,Fri May 22 14:00:03 +0000 2020,-0.4939,0.138,0.0,0.862,"Backyard fowl are at the center of a recent salmonella outbreak that's infected 97 people in 28 states, according t… https://t.co/DkxFLkB4gu"
236,@CNN,37,Fri May 22 13:53:43 +0000 2020,-0.8255,0.366,0.0,0.634,Seriously ill Covid-19 patients who were treated with hydroxychloroquine and chloroquine were more likely to die or… https://t.co/sQqiBcK9EK
237,@CNN,38,Fri May 22 13:52:16 +0000 2020,0.4215,0.0,0.157,0.843,"Retail sales of antimalarial drug hydroxychloroquine, which President Trump has promoted as a potential coronavirus… https://t.co/0J1SocV6fJ"
238,@CNN,39,Fri May 22 13:40:06 +0000 2020,0.4215,0.0,0.135,0.865,The powerful cyclone that slammed into the coastal region where India and Bangladesh meet likely caused $13.2 billi… https://t.co/9aSICprXhn
239,@CNN,40,Fri May 22 13:30:10 +0000 2020,0.0,0.0,0.0,1.0,Monica V. Garcia and her family are among the thousands of Latinos across the US who have been disproportionately a… https://t.co/YfOHHh6XoI
240,@CNN,41,Fri May 22 13:21:33 +0000 2020,0.4215,0.0,0.157,0.843,"The United Nations rapporteur for extrajudicial executions, Agnes Callamard, who led a high-profile investigation i… https://t.co/YGBRGYuHOV"
241,@CNN,42,Fri May 22 13:20:08 +0000 2020,-0.4019,0.196,0.119,0.685,"The children of slain Saudi journalist Jamal Khashoggi have publicly forgiven their father's killers, sparing five… https://t.co/mQaerSTiC0"
242,@CNN,43,Fri May 22 13:15:14 +0000 2020,-0.1477,0.161,0.145,0.694,"RT @NewDay: “I, like all of us, felt very much impotent and powerless in the middle of the pandemic. So I felt this sounds like maybe I can…"
243,@CNN,44,Fri May 22 13:10:00 +0000 2020,0.0,0.0,0.0,1.0,"A pub owner in Washington, DC, had to lay off 138 of his employees. But even as his savings dry up and debts mount,… https://t.co/Jp37GBWG6q"
244,@CNN,45,Fri May 22 13:00:14 +0000 2020,-0.5267,0.214,0.113,0.672,"If you're waking up feeling stressed or overwhelmed with the thought of beginning another day in isolation, a daily… https://t.co/o9ow637LbB"
245,@CNN,46,Fri May 22 12:45:08 +0000 2020,-0.4019,0.119,0.0,0.881,"At least 11 bodies from the scene of the Pakistani airliner crash were brought to Jinnah Hospital, a hospital spoke… https://t.co/JwKBkEwQ4w"
246,@CNN,47,Fri May 22 12:30:07 +0000 2020,-0.8977,0.498,0.0,0.502,"Most of us are stressed. Really stressed.

The reality of job losses, economic uncertainty, social isolation, homes… https://t.co/azH9Ah8wSJ"
247,@CNN,48,Fri May 22 12:22:21 +0000 2020,-0.6249,0.146,0.0,0.854,"RT @NewDay: “It’s the worst thing we have ever faced in our professional lives.”
Take a look inside a hospital in Sao Paulo, Brazil, where…"
248,@CNN,49,Fri May 22 12:15:06 +0000 2020,0.7906,0.0,0.333,0.667,"The developments in the vegan food industry, growing acceptance of the diet and proliferation of talented vegan foo… https://t.co/oNtKTUsC5O"
249,@CNN,50,Fri May 22 12:00:10 +0000 2020,0.4019,0.0,0.13,0.87,.@FareedZakaria investigates China and Covid-19. Discover what he learned in the new CNN Special Report – China’s D… https://t.co/fZvluPoPiM
250,@CNN,51,Fri May 22 11:45:04 +0000 2020,0.743,0.0,0.283,0.717,We asked two infectious disease experts about how to have coronavirus-free fun at your favorite waterfronts. Here's… https://t.co/5H4I18Noqs
251,@CNN,52,Fri May 22 11:30:10 +0000 2020,0.0,0.0,0.0,1.0,Summer is not completely canceled. Here are 100 things we can do with or without kids. https://t.co/uvmOVDHhKu
252,@CNN,53,Fri May 22 11:19:04 +0000 2020,0.0,0.0,0.0,1.0,A Pakistan International Airlines flight with more than 100 people on board has crashed in the Pakistani city of Ka… https://t.co/xc97EROCBT
253,@CNN,54,Fri May 22 11:05:59 +0000 2020,0.1531,0.074,0.099,0.826,"RT @cnni: As the world wrestles with a global pandemic, China has proposed a controversial national security law, which goes beyond anythin…"
254,@CNN,55,Fri May 22 11:04:00 +0000 2020,0.0,0.0,0.0,1.0,Think you're a seasoned globetrotter? Put your knowledge to the test in this quiz https://t.co/BDXmCxIfkB https://t.co/iP2f5Or9dl
255,@CNN,56,Fri May 22 11:00:10 +0000 2020,0.0,0.0,0.0,1.0,"BREAKING: A Pakistan Airlines flight with more than 100 people on board has crashed in the city of Karachi, a spoke… https://t.co/YEjisu2Zi8"
256,@CNN,57,Fri May 22 10:53:06 +0000 2020,-0.2732,0.091,0.0,0.909,"President Trump confirmed the US will be exiting the Open Skies Treaty, a pact designed to reduce the risk of milit… https://t.co/933SmyGz5r"
257,@CNN,58,Fri May 22 10:44:03 +0000 2020,0.0,0.0,0.0,1.0,"Schools must keep the coronavirus from entering campuses, and that will mean health checks, temperature screenings,… https://t.co/1LFnnOjNee"
258,@CNN,59,Fri May 22 10:37:29 +0000 2020,-0.4404,0.146,0.0,0.854,"Farmers, restauranteurs and others in the food industry worry about the future of the national food-service supply… https://t.co/721WGgKcKX"
259,@CNN,60,Fri May 22 10:05:03 +0000 2020,0.34,0.0,0.124,0.876,A three-judge appeals court panel has ordered the trial judge overseeing former Trump national security adviser Mic… https://t.co/rE0K2dFZI7
260,@CNN,61,Fri May 22 09:58:02 +0000 2020,0.4703,0.0,0.17,0.83,This extreme parkour team likes to leap between skyscrapers and launch themselves off cliffs https://t.co/YBGyGxXgEv https://t.co/e96ZcO87NI
261,@CNN,62,Fri May 22 09:48:07 +0000 2020,0.0,0.0,0.0,1.0,"Bugs crawling on your strawberries? That's normal, according to some experts, despite a recent TikTok trend that su… https://t.co/UYFqdBRAD6"
262,@CNN,63,Fri May 22 09:37:06 +0000 2020,0.4019,0.0,0.109,0.891,New Zealand's Jacinda Ardern has floated the idea of a four-day working week to help the economy in the wake of the… https://t.co/xzkGH3XMnb
263,@CNN,64,Fri May 22 09:31:07 +0000 2020,0.5719,0.0,0.163,0.837,"Following the success of ""The Last Dance,"" a 10-part documentary series about Michael Jordan, ESPN is producing a n… https://t.co/u5wYS4V5EW"
264,@CNN,65,Fri May 22 09:22:03 +0000 2020,0.25,0.0,0.087,0.913,"Scientists have created a mouse embryo that's part human — 4% to be exact.

This human-mouse chimera has by far the… https://t.co/DGIgkL6BRr"
265,@CNN,66,Fri May 22 09:10:03 +0000 2020,-0.128,0.077,0.0,0.923,President Donald Trump announced Thursday that flags on federal buildings will be lowered to half-staff over the co… https://t.co/feGlockOmt
266,@CNN,67,Fri May 22 08:50:04 +0000 2020,0.8818,0.0,0.35,0.65,"""You have been so strong and I am proud of the examples you have become."" 

First lady Melania Trump thanked studen… https://t.co/QgXkx7z7YW"
267,@CNN,68,Fri May 22 08:40:05 +0000 2020,0.0516,0.096,0.104,0.8,China will not set a specific target for economic growth this year — a sign of how much uncertainty the coronavirus… https://t.co/VUsFBi0gdj
268,@CNN,69,Fri May 22 08:40:04 +0000 2020,0.4019,0.0,0.109,0.891,New Zealand's Jacinda Ardern has floated the idea of a four-day working week to help the economy in the wake of the… https://t.co/lDM6Foj5mF
269,@CNN,70,Fri May 22 08:30:08 +0000 2020,-0.4215,0.113,0.0,0.887,Hong Kong's Hang Seng Index dropped more than 5% on Friday after news broke that Beijing would move to pass a hugel… https://t.co/kkNBjoVVRm
270,@CNN,71,Fri May 22 08:22:03 +0000 2020,0.4215,0.106,0.23,0.664,Drug smugglers took advantage of the current pandemic to conceal methamphetamine in shipments of hand sanitizer and… https://t.co/AXQArjd1U0
271,@CNN,72,Fri May 22 08:10:02 +0000 2020,0.2732,0.0,0.095,0.905,"When Eric Yuan founded Zoom, he set out to create a 'frictionless' video conferencing app to be used by businesses.… https://t.co/TxvSW9RJ5I"
272,@CNN,73,Fri May 22 08:00:53 +0000 2020,0.0,0.0,0.0,1.0,Victoria's Secret is permanently closing 250 stores in the US and Canada https://t.co/ECHjvgzbEA
273,@CNN,74,Fri May 22 07:51:07 +0000 2020,0.0516,0.105,0.113,0.781,"By refusing to wear a facemask on camera, Trump signaled to core supporters that he stands with their demands to ge… https://t.co/dZMwN7BqCu"
274,@CNN,75,Fri May 22 07:40:55 +0000 2020,0.0,0.0,0.0,1.0,"In new guidance for mathematical modelers and public health officials, the US Centers for Disease Control and Preve… https://t.co/OjjlvIyFg6"
275,@CNN,76,Fri May 22 07:31:07 +0000 2020,-0.128,0.127,0.104,0.769,This former bartender and his team of volunteers are making sure struggling restaurant workers in North Carolina ha… https://t.co/ZRfL7JK6Vb
276,@CNN,77,Fri May 22 07:23:03 +0000 2020,-0.8126,0.27,0.0,0.73,"A Long Island man was stabbed and killed by his son during a Zoom video chat with several people Thursday, Suffolk… https://t.co/lsVaIaemUx"
277,@CNN,78,Fri May 22 07:10:08 +0000 2020,0.0,0.0,0.0,1.0,"Bugs crawling on your strawberries? That's normal, according to some experts, despite a recent TikTok trend that su… https://t.co/Ciwr4GF6a8"
278,@CNN,79,Fri May 22 07:01:03 +0000 2020,-0.2732,0.1,0.0,0.9,"The drop in travel due to the coronavirus pandemic, plus a steep pullback in consumer spending on discretionary ite… https://t.co/EWI8j6smYY"
279,@CNN,80,Fri May 22 06:45:17 +0000 2020,0.6652,0.0,0.206,0.794,"You can try all you want to open the country, but without schools and summer camps and child care, the country will… https://t.co/iA8sHOswNt"
280,@CNN,81,Fri May 22 06:31:02 +0000 2020,0.0,0.0,0.0,1.0,"Memorial Day marks the symbolic start of summer in the US.

With Covid-19 still spreading, most beaches have issued… https://t.co/20pqIKlFnM"
281,@CNN,82,Fri May 22 06:14:02 +0000 2020,0.0,0.0,0.0,1.0,McConnell acknowledged on a private call with House Republicans on Wednesday that Congress may have to pass further… https://t.co/4lpIDdm951
282,@CNN,83,Fri May 22 06:01:04 +0000 2020,0.25,0.0,0.087,0.913,"Scientists have created a mouse embryo that's part human — 4% to be exact.

This human-mouse chimera has by far the… https://t.co/aMzZ4yrdrv"
283,@CNN,84,Fri May 22 05:45:01 +0000 2020,0.0,0.0,0.0,1.0,"At one grocery store's salad bar, what used to be filled with lettuce, tomatoes and cucumbers is now filled with mi… https://t.co/9Jctcha4tY"
284,@CNN,85,Fri May 22 05:31:07 +0000 2020,0.5719,0.0,0.163,0.837,"Following the success of ""The Last Dance,"" a 10-part documentary series about Michael Jordan, ESPN is producing a n… https://t.co/DLpS0bYgGL"
285,@CNN,86,Fri May 22 05:13:56 +0000 2020,-0.5574,0.167,0.0,0.833,"Wilson Roosevelt Jerman, a former White House butler who worked under 11 US Presidents, has died after contracting… https://t.co/qzIsn0QOxR"
286,@CNN,87,Fri May 22 05:01:04 +0000 2020,-0.2263,0.106,0.0,0.894,The Small Business Administration is demanding at least one Planned Parenthood affiliate return a Paycheck Protecti… https://t.co/0AG0f38Jan
287,@CNN,88,Fri May 22 04:51:39 +0000 2020,0.0,0.0,0.0,1.0,House Democratic lawmakers urged the Trump administration in a letter Thursday to explain reported incidents of Imm… https://t.co/tKuZnDQZpk
288,@CNN,89,Fri May 22 04:42:00 +0000 2020,-0.0258,0.129,0.125,0.745,"The city of Montgomery, Alabama, which has only one intensive care unit bed left, is sending sick patients to Birmi… https://t.co/f5IpYH0KGF"
289,@CNN,90,Fri May 22 04:35:44 +0000 2020,-0.7861,0.267,0.0,0.733,"RT @CNNTonight: CNN's Ron Brownstein says President Trump ""has fundamentally lost this war"" over states expanding voting by mail.

""The str…"
290,@CNN,91,Fri May 22 04:35:28 +0000 2020,0.25,0.0,0.077,0.923,"""My dream is to meet every kid in the entire world and give them art."" This girl has sent over 1,500 children in ho… https://t.co/k5DBo8rsjo"
291,@CNN,92,Fri May 22 04:34:21 +0000 2020,0.3818,0.0,0.12,0.88,"In an effort to promote social distancing and keep students apart, one school in Denmark is holding classes inside… https://t.co/W5rQUnEU5s"
292,@CNN,93,Fri May 22 04:32:25 +0000 2020,-0.3818,0.12,0.0,0.88,Mike Pompeo pushed State Department officials to find a way to justify the emergency declaration that he had alread… https://t.co/yLVx1RB40x
293,@CNN,94,Fri May 22 04:23:35 +0000 2020,0.0,0.0,0.0,1.0,"“In the midst of a global pandemic, we were given short notice that we had to evacuate 10,000 people. We did so wit… https://t.co/98l0ETVtiJ"
